"","Replicate.Name","Precursor.Ion.Name","Retention.Time","Area","Background","Height","Mass.Error.PPM","SNFlag","ppmFlag","areaminFlag","RT_ref","RTFlag","Blank.Area","BlankFlag","Flags","QC_area"
"649","161107_Smp_2090_A","I288.1918R7.18_HILICPos",7.99,4140367,1920441,"229423",1,"SNFlag",NA,NA,7.77,NA,2937924,NA,"SNFlag, ",NA
"650","161107_Smp_2090_B","I288.1918R7.18_HILICPos",6.34,7309481,2957959,"329654",0.3,"SNFlag",NA,NA,7.77,"RTFlag",2937924,NA,"SNFlag, RTFlag, ",NA
"651","161107_Smp_2090_C","I288.1918R7.18_HILICPos",7.96,4165644,2629407,"307275",-0.5,"SNFlag",NA,NA,7.77,NA,2937924,NA,"SNFlag, ",NA
"652","161107_Smp_371_A","I288.1918R7.18_HILICPos",7.89,2145868,1439831,"126702",1.2,"SNFlag",NA,NA,7.77,NA,869818,NA,"SNFlag, ",NA
"653","161107_Smp_371_B","I288.1918R7.18_HILICPos",7.89,2452420,1205979,"125726",1.7,"SNFlag",NA,NA,7.77,NA,869818,NA,"SNFlag, ",NA
"654","161107_Smp_371_C","I288.1918R7.18_HILICPos",7.87,2003448,1903591,"114556",1.6,"SNFlag",NA,NA,7.77,NA,869818,NA,"SNFlag, ",NA
"655","161107_Smp_To_A","I288.1918R7.18_HILICPos",7.97,19880128,1602075,"1173439",-1.7,NA,NA,NA,7.77,NA,2400691,NA,"",19880128
"656","161107_Smp_To_B","I288.1918R7.18_HILICPos",7.97,18918076,1354091,"1091966",-1.5,NA,NA,NA,7.77,NA,2400691,NA,"",18918076
"657","161107_Smp_To_C","I288.1918R7.18_HILICPos",7.94,15751368,1926593,"960687",-1.4,NA,NA,NA,7.77,NA,2400691,NA,"",15751368
"658","161107_Smp_Tp_A","I288.1918R7.18_HILICPos",8.05,22303976,3180949,"1031127",-2,NA,NA,NA,7.77,NA,1343669,NA,"",22303976
"659","161107_Smp_Tp_E","I288.1918R7.18_HILICPos",7.76,26677244,1186101,"1093441",-1.4,NA,NA,NA,7.77,NA,1343669,NA,"",26677244
"660","161107_Smp_Tp_F","I288.1918R7.18_HILICPos",8.01,25568988,1117408,"1103425",-1.5,NA,NA,NA,7.77,NA,1343669,NA,"",25568988
"661","161107_Smp_Cy_A","I455.1888R6.34_HILICPos",8.2,1050332,0,"138329",-9.5,NA,NA,NA,6.91,"RTFlag",1237863,NA,"RTFlag, ",NA
"662","161107_Smp_Cy_B","I455.1888R6.34_HILICPos",8.51,1575632,0,"162773",-12.9,NA,NA,NA,6.91,"RTFlag",1237863,NA,"RTFlag, ",NA
"663","161107_Smp_Cy_C","I455.1888R6.34_HILICPos",8.55,4012577,0,"210040",-13,NA,NA,NA,6.91,"RTFlag",1237863,NA,"RTFlag, ",NA
"664","161107_Smp_2090_A","I455.1888R6.34_HILICPos",7.15,112849,0,"19397",-0.3,NA,NA,NA,6.91,NA,768877,"BlankFlag","BlankFlag",NA
"665","161107_Smp_2090_B","I455.1888R6.34_HILICPos",7.27,19801,0,"11705",-7.7,NA,NA,NA,6.91,NA,768877,"BlankFlag","BlankFlag",NA
"666","161107_Smp_2090_C","I455.1888R6.34_HILICPos",7.18,456066,0,"50623",-1,NA,NA,NA,6.91,NA,768877,NA,"",456066
"667","161107_Smp_371_A","I455.1888R6.34_HILICPos",2.07,273777,0,"49219",-0.1,NA,NA,NA,6.91,"RTFlag",770590,NA,"RTFlag, ",NA
"668","161107_Smp_371_B","I455.1888R6.34_HILICPos",2.08,1354170,0,"166365",-0.9,NA,NA,NA,6.91,"RTFlag",770590,NA,"RTFlag, ",NA
"669","161107_Smp_371_C","I455.1888R6.34_HILICPos",2.09,1061272,0,"143965",-0.6,NA,NA,NA,6.91,"RTFlag",770590,NA,"RTFlag, ",NA
"670","161107_Smp_To_A","I455.1888R6.34_HILICPos",7.18,554748,0,"53034",-2,NA,NA,NA,6.91,NA,1667468,NA,"",554748
"671","161107_Smp_To_B","I455.1888R6.34_HILICPos",7.17,510613,0,"64200",-1.1,NA,NA,NA,6.91,NA,1667468,NA,"",510613
"672","161107_Smp_To_C","I455.1888R6.34_HILICPos",7.17,678317,0,"68180",-1.1,NA,NA,NA,6.91,NA,1667468,NA,"",678317
"673","161107_Smp_Tp_A","I455.1888R6.34_HILICPos",8.42,33825,0,"21621",-10.3,NA,NA,NA,6.91,"RTFlag",876259,"BlankFlag","RTFlag, BlankFlag",NA
"674","161107_Smp_Tp_E","I455.1888R6.34_HILICPos",7.03,8332,0,"6894",-1.8,NA,NA,NA,6.91,NA,876259,"BlankFlag","BlankFlag",NA
"675","161107_Smp_Tp_F","I455.1888R6.34_HILICPos",8.47,26817,0,"15775",-16.4,NA,NA,NA,6.91,"RTFlag",876259,"BlankFlag","RTFlag, BlankFlag",NA
"676","161107_Smp_Cy_A","I249.1347R5.35_HILICPos",6.25,5864906,4230489,"336654",-1.3,"SNFlag",NA,NA,5.61,"RTFlag",3267664,NA,"SNFlag, RTFlag, ",NA
"677","161107_Smp_Cy_B","I249.1347R5.35_HILICPos",6.24,6461031,3813681,"367509",-1.2,"SNFlag",NA,NA,5.61,"RTFlag",3267664,NA,"SNFlag, RTFlag, ",NA
"678","161107_Smp_Cy_C","I249.1347R5.35_HILICPos",6.27,9149896,5204683,"471919",-1.2,"SNFlag",NA,NA,5.61,"RTFlag",3267664,NA,"SNFlag, RTFlag, ",NA
"679","161107_Smp_2090_A","I249.1347R5.35_HILICPos",5.72,53807,3870000,"12568",-1.2,"SNFlag",NA,NA,5.61,NA,2010869,"BlankFlag","SNFlag, BlankFlag",NA
"680","161107_Smp_2090_B","I249.1347R5.35_HILICPos",6.11,867446,3791741,"37676",-1.6,"SNFlag",NA,NA,5.61,"RTFlag",2010869,NA,"SNFlag, RTFlag, ",NA
"681","161107_Smp_2090_C","I249.1347R5.35_HILICPos",6.75,1210167,3204076,"46894",-2.1,"SNFlag",NA,NA,5.61,"RTFlag",2010869,NA,"SNFlag, RTFlag, ",NA
"682","161107_Smp_371_A","I249.1347R5.35_HILICPos",6.28,503328,3764121,"27790",-1.8,"SNFlag",NA,NA,5.61,"RTFlag",436116,NA,"SNFlag, RTFlag, ",NA
"683","161107_Smp_371_B","I249.1347R5.35_HILICPos",5.63,616363,3843911,"25594",-1.7,"SNFlag",NA,NA,5.61,NA,436116,NA,"SNFlag, ",NA
"684","161107_Smp_371_C","I249.1347R5.35_HILICPos",6.05,209154,3746274,"15996",-1.7,"SNFlag",NA,NA,5.61,"RTFlag",436116,NA,"SNFlag, RTFlag, ",NA
"685","161107_Smp_To_A","I249.1347R5.35_HILICPos",6.41,135615,3099210,"18004",-2.1,"SNFlag",NA,NA,5.61,"RTFlag",1218394,"BlankFlag","SNFlag, RTFlag, BlankFlag",NA
"686","161107_Smp_To_B","I249.1347R5.35_HILICPos",6.24,862327,5234563,"32888",-1.9,"SNFlag",NA,NA,5.61,"RTFlag",1218394,NA,"SNFlag, RTFlag, ",NA
"687","161107_Smp_To_C","I249.1347R5.35_HILICPos",6.21,835607,3804950,"60304",-1.9,"SNFlag",NA,NA,5.61,"RTFlag",1218394,NA,"SNFlag, RTFlag, ",NA
"688","161107_Smp_Tp_A","I249.1347R5.35_HILICPos",6.16,4205468,4043484,"259500",-1.9,"SNFlag",NA,NA,5.61,"RTFlag",662890,NA,"SNFlag, RTFlag, ",NA
"689","161107_Smp_Tp_E","I249.1347R5.35_HILICPos",6.25,2482413,3570571,"135377",-1.5,"SNFlag",NA,NA,5.61,"RTFlag",662890,NA,"SNFlag, RTFlag, ",NA
"690","161107_Smp_Tp_F","I249.1347R5.35_HILICPos",6.29,2995068,3764607,"154616",-1.5,"SNFlag",NA,NA,5.61,"RTFlag",662890,NA,"SNFlag, RTFlag, ",NA
"691","161107_Smp_Cy_A","I291.0698R7.5_HILICPos",10.3,6900516,0,"830789",-2.2,NA,NA,NA,7.87,"RTFlag",1524672,NA,"RTFlag, ",NA
"692","161107_Smp_Cy_B","I291.0698R7.5_HILICPos",10.33,4633970,0,"835251",-2.3,NA,NA,NA,7.87,"RTFlag",1524672,NA,"RTFlag, ",NA
"693","161107_Smp_Cy_C","I291.0698R7.5_HILICPos",10.3,4841156,0,"797216",-2.8,NA,NA,NA,7.87,"RTFlag",1524672,NA,"RTFlag, ",NA
"694","161107_Smp_2090_A","I291.0698R7.5_HILICPos",8.08,2776723,0,"177890",-1.6,NA,NA,NA,7.87,NA,1268113,NA,"",2776723
"695","161107_Smp_2090_B","I291.0698R7.5_HILICPos",6.56,3427458,0,"128469",-0.8,NA,NA,NA,7.87,"RTFlag",1268113,NA,"RTFlag, ",NA
"696","161107_Smp_2090_C","I291.0698R7.5_HILICPos",8.11,1948625,0,"99791",-3.5,NA,NA,NA,7.87,NA,1268113,NA,"",1948625
"697","161107_Smp_371_A","I291.0698R7.5_HILICPos",7.93,3250514,0,"142021",-3.6,NA,NA,NA,7.87,NA,1066362,NA,"",3250514
"698","161107_Smp_371_B","I291.0698R7.5_HILICPos",7.93,2773483,0,"139671",-3.2,NA,NA,NA,7.87,NA,1066362,NA,"",2773483
"699","161107_Smp_371_C","I291.0698R7.5_HILICPos",7.88,2312284,197839,"136458",-3.2,NA,NA,NA,7.87,NA,1066362,NA,"",2312284
"700","161107_Smp_To_A","I291.0698R7.5_HILICPos",8.07,141376,0,"74797",-0.9,NA,NA,NA,7.87,NA,1130888,"BlankFlag","BlankFlag",NA
"701","161107_Smp_To_B","I291.0698R7.5_HILICPos",7.97,65704,0,"44336",-1.9,NA,NA,NA,7.87,NA,1130888,"BlankFlag","BlankFlag",NA
"702","161107_Smp_To_C","I291.0698R7.5_HILICPos",8.07,1603204,0,"389067",-1.1,NA,NA,NA,7.87,NA,1130888,NA,"",1603204
"703","161107_Smp_Tp_A","I291.0698R7.5_HILICPos",8.85,9389,0,"7947",-0.9,NA,NA,NA,7.87,"RTFlag",698025,"BlankFlag","RTFlag, BlankFlag",NA
"704","161107_Smp_Tp_E","I291.0698R7.5_HILICPos",8.3,12633,0,"11810",-0.8,NA,NA,NA,7.87,"RTFlag",698025,"BlankFlag","RTFlag, BlankFlag",NA
"705","161107_Smp_Tp_F","I291.0698R7.5_HILICPos",8.51,13089,0,"13489",-3.7,NA,NA,NA,7.87,"RTFlag",698025,"BlankFlag","RTFlag, BlankFlag",NA
"706","161107_Smp_Cy_A","I189.1235R6.93_HILICPos",6.81,447799,0,"18680",-1.8,NA,NA,NA,7.23,"RTFlag",102045,NA,"RTFlag, ",NA
"707","161107_Smp_Cy_B","I189.1235R6.93_HILICPos",7.21,427389,0,"26020",-1.3,NA,NA,NA,7.23,NA,102045,NA,"",427389
"708","161107_Smp_Cy_C","I189.1235R6.93_HILICPos",7.54,581839,0,"30606",-1.1,NA,NA,NA,7.23,NA,102045,NA,"",581839
"709","161107_Smp_2090_A","I189.1235R6.93_HILICPos",7.46,194066,0,"15650",-1,NA,NA,NA,7.23,NA,325936,NA,"",194066
"710","161107_Smp_2090_B","I189.1235R6.93_HILICPos",7.18,346035,0,"15558",-1.1,NA,NA,NA,7.23,NA,325936,NA,"",346035
"711","161107_Smp_2090_C","I189.1235R6.93_HILICPos",7.2,209143,0,"13321",-1.7,NA,NA,NA,7.23,NA,325936,NA,"",209143
"712","161107_Smp_371_A","I189.1235R6.93_HILICPos",7.35,245956,0,"17065",-1.7,NA,NA,NA,7.23,NA,234102,NA,"",245956
"713","161107_Smp_371_B","I189.1235R6.93_HILICPos",7.49,235222,0,"12443",-1.6,NA,NA,NA,7.23,NA,234102,NA,"",235222
"714","161107_Smp_371_C","I189.1235R6.93_HILICPos",7.49,237353,0,"15469",-2.3,NA,NA,NA,7.23,NA,234102,NA,"",237353
"715","161107_Smp_To_A","I189.1235R6.93_HILICPos",7.49,421103,0,"22109",-2.1,NA,NA,NA,7.23,NA,308005,NA,"",421103
"716","161107_Smp_To_B","I189.1235R6.93_HILICPos",7.71,431075,0,"22443",-2.4,NA,NA,NA,7.23,"RTFlag",308005,NA,"RTFlag, ",NA
"717","161107_Smp_To_C","I189.1235R6.93_HILICPos",7.57,394460,0,"22071",-2.2,NA,NA,NA,7.23,NA,308005,NA,"",394460
"718","161107_Smp_Tp_A","I189.1235R6.93_HILICPos",7.04,323777,0,"17586",-2.2,NA,NA,NA,7.23,NA,641214,NA,"",323777
"719","161107_Smp_Tp_E","I189.1235R6.93_HILICPos",7.54,340537,0,"21039",-1.6,NA,NA,NA,7.23,NA,641214,NA,"",340537
"720","161107_Smp_Tp_F","I189.1235R6.93_HILICPos",7.38,317626,0,"17432",-1.8,NA,NA,NA,7.23,NA,641214,NA,"",317626
"721","161107_Smp_Cy_A","I211.0565R12.12_HILICPos",12,11406617,0,"810966",-1.1,NA,NA,NA,12.095,NA,0,NA,"",11406617
"722","161107_Smp_Cy_B","I211.0565R12.12_HILICPos",11.99,12029214,0,"833513",-1.2,NA,NA,NA,12.095,NA,0,NA,"",12029214
"723","161107_Smp_Cy_C","I211.0565R12.12_HILICPos",11.97,10789610,0,"750912",-1.2,NA,NA,NA,12.095,NA,0,NA,"",10789610
"724","161107_Smp_2090_A","I211.0565R12.12_HILICPos",11.99,2719159,0,"200524",-0.8,NA,NA,NA,12.095,NA,5982,NA,"",2719159
"725","161107_Smp_2090_B","I211.0565R12.12_HILICPos",11.86,4618715,0,"234821",-0.9,NA,NA,NA,12.095,NA,5982,NA,"",4618715
"726","161107_Smp_2090_C","I211.0565R12.12_HILICPos",12,4122235,0,"353675",-1.5,NA,NA,NA,12.095,NA,5982,NA,"",4122235
"727","161107_Smp_371_A","I211.0565R12.12_HILICPos",11.83,4702797,0,"365772",-2,NA,NA,NA,12.095,NA,0,NA,"",4702797
"728","161107_Smp_371_B","I211.0565R12.12_HILICPos",11.82,4896952,0,"387962",-1.3,NA,NA,NA,12.095,NA,0,NA,"",4896952
"729","161107_Smp_371_C","I211.0565R12.12_HILICPos",11.79,4520558,0,"393641",-1.6,NA,NA,NA,12.095,NA,0,NA,"",4520558
"730","161107_Smp_To_A","I211.0565R12.12_HILICPos",12.06,4413362,0,"315464",-2,NA,NA,NA,12.095,NA,0,NA,"",4413362
"731","161107_Smp_To_B","I211.0565R12.12_HILICPos",12.02,15657646,100823,"1017438",-1.7,NA,NA,NA,12.095,NA,0,NA,"",15657646
"732","161107_Smp_To_C","I211.0565R12.12_HILICPos",12.03,16319833,0,"1101021",-1.6,NA,NA,NA,12.095,NA,0,NA,"",16319833
"733","161107_Smp_Tp_A","I211.0565R12.12_HILICPos",11.86,22127350,0,"1505281",-1.7,NA,NA,NA,12.095,NA,0,NA,"",22127350
"734","161107_Smp_Tp_E","I211.0565R12.12_HILICPos",11.86,18383476,82462,"1360050",-1.7,NA,NA,NA,12.095,NA,0,NA,"",18383476
"735","161107_Smp_Tp_F","I211.0565R12.12_HILICPos",11.89,19575592,0,"1460313",-1.4,NA,NA,NA,12.095,NA,0,NA,"",19575592
"736","161107_Smp_Cy_A","I303.1551R9.17_HILICPos",1.96,210433,0,"59117",7.5,NA,"ppmFlag",NA,9.57,"RTFlag",42011,NA,"ppmFlag, RTFlag, ",NA
"737","161107_Smp_Cy_B","I303.1551R9.17_HILICPos",2.04,443594,0,"80135",8.9,NA,"ppmFlag",NA,9.57,"RTFlag",42011,NA,"ppmFlag, RTFlag, ",NA
"738","161107_Smp_Cy_C","I303.1551R9.17_HILICPos",9.13,12029,0,"10205",-0.3,NA,NA,NA,9.57,"RTFlag",42011,NA,"RTFlag, ",NA
"739","161107_Smp_2090_A","I303.1551R9.17_HILICPos",1.87,66938,0,"12312",9.4,NA,"ppmFlag",NA,9.57,"RTFlag",21840,NA,"ppmFlag, RTFlag, ",NA
"740","161107_Smp_2090_B","I303.1551R9.17_HILICPos",2,223361,0,"35373",10.6,NA,"ppmFlag",NA,9.57,"RTFlag",21840,NA,"ppmFlag, RTFlag, ",NA
"741","161107_Smp_2090_C","I303.1551R9.17_HILICPos",2,65243,0,"14322",5.3,NA,NA,NA,9.57,"RTFlag",21840,NA,"RTFlag, ",NA
"742","161107_Smp_371_A","I303.1551R9.17_HILICPos",8.84,7381,0,"6179",0.1,NA,NA,NA,9.57,"RTFlag",7579,NA,"RTFlag, ",NA
"743","161107_Smp_371_B","I303.1551R9.17_HILICPos",9.6,8928,0,"7399",-1.5,NA,NA,NA,9.57,NA,7579,NA,"",8928
"744","161107_Smp_371_C","I303.1551R9.17_HILICPos",2.02,91700,0,"17586",7.5,NA,"ppmFlag",NA,9.57,"RTFlag",7579,NA,"ppmFlag, RTFlag, ",NA
"745","161107_Smp_To_A","I303.1551R9.17_HILICPos",2.04,20396,0,"20339",0.8,NA,NA,NA,9.57,"RTFlag",142432,"BlankFlag","RTFlag, BlankFlag",NA
"746","161107_Smp_To_B","I303.1551R9.17_HILICPos",1.94,81431,0,"14566",7.5,NA,"ppmFlag",NA,9.57,"RTFlag",142432,NA,"ppmFlag, RTFlag, ",NA
"747","161107_Smp_To_C","I303.1551R9.17_HILICPos",8.62,19067,0,"10458",-2,NA,NA,NA,9.57,"RTFlag",142432,"BlankFlag","RTFlag, BlankFlag",NA
"748","161107_Smp_Tp_A","I303.1551R9.17_HILICPos",1.86,89507,0,"16560",8.5,NA,"ppmFlag",NA,9.57,"RTFlag",153017,NA,"ppmFlag, RTFlag, ",NA
"749","161107_Smp_Tp_E","I303.1551R9.17_HILICPos",2.1,71029,0,"23438",9,NA,"ppmFlag",NA,9.57,"RTFlag",153017,NA,"ppmFlag, RTFlag, ",NA
"750","161107_Smp_Tp_F","I303.1551R9.17_HILICPos",2.01,173118,0,"32102",7.8,NA,"ppmFlag",NA,9.57,"RTFlag",153017,NA,"ppmFlag, RTFlag, ",NA
"751","161107_Smp_Cy_A","I284.0991R8.89_HILICPos",9.44,17115706,0,"1307235",-1.6,NA,NA,NA,9.33,NA,0,NA,"",17115706
"752","161107_Smp_Cy_B","I284.0991R8.89_HILICPos",9.46,10810257,0,"799055",-1.4,NA,NA,NA,9.33,NA,0,NA,"",10810257
"753","161107_Smp_Cy_C","I284.0991R8.89_HILICPos",9.43,14319269,79508,"1024894",-1.7,NA,NA,NA,9.33,NA,0,NA,"",14319269
"754","161107_Smp_2090_A","I284.0991R8.89_HILICPos",9.43,4838612,0,"376502",-1.4,NA,NA,NA,9.33,NA,0,NA,"",4838612
"755","161107_Smp_2090_B","I284.0991R8.89_HILICPos",9.49,2342404,0,"217821",-1.3,NA,NA,NA,9.33,NA,0,NA,"",2342404
"756","161107_Smp_2090_C","I284.0991R8.89_HILICPos",9.44,3987744,0,"332593",-2.1,NA,NA,NA,9.33,NA,0,NA,"",3987744
"757","161107_Smp_371_A","I284.0991R8.89_HILICPos",9.41,4035508,7546,"331893",-2.2,NA,NA,NA,9.33,NA,0,NA,"",4035508
"758","161107_Smp_371_B","I284.0991R8.89_HILICPos",9.41,4847940,0,"416079",-2.1,NA,NA,NA,9.33,NA,0,NA,"",4847940
"759","161107_Smp_371_C","I284.0991R8.89_HILICPos",9.41,3354357,0,"279757",-2.1,NA,NA,NA,9.33,NA,0,NA,"",3354357
"760","161107_Smp_To_A","I284.0991R8.89_HILICPos",9.46,38980628,495479,"3095727",-2.3,NA,NA,NA,9.33,NA,0,NA,"",38980628
"761","161107_Smp_To_B","I284.0991R8.89_HILICPos",9.46,30195312,445147,"2588519",-2.1,NA,NA,NA,9.33,NA,0,NA,"",30195312
"762","161107_Smp_To_C","I284.0991R8.89_HILICPos",9.46,31383532,30858,"2538021",-2.1,NA,NA,NA,9.33,NA,0,NA,"",31383532
"763","161107_Smp_Tp_A","I284.0991R8.89_HILICPos",9.38,3342744,0,"280360",-2.2,NA,NA,NA,9.33,NA,0,NA,"",3342744
"764","161107_Smp_Tp_E","I284.0991R8.89_HILICPos",9.4,3302282,0,"293073",-1.8,NA,NA,NA,9.33,NA,0,NA,"",3302282
"765","161107_Smp_Tp_F","I284.0991R8.89_HILICPos",9.41,3379858,0,"341019",-2,NA,NA,NA,9.33,NA,0,NA,"",3379858
"766","161107_Smp_Cy_A","I219.1703R6.51_HILICPos",7.4,8268,0,"5299",-1.3,NA,NA,NA,7.065,NA,10580,NA,"",8268
"767","161107_Smp_Cy_B","I219.1703R6.51_HILICPos",7.57,8973,0,"8287",-1.5,NA,NA,NA,7.065,"RTFlag",10580,NA,"RTFlag, ",NA
"768","161107_Smp_Cy_C","I219.1703R6.51_HILICPos",7.46,8408,0,"7277",-0.2,NA,NA,NA,7.065,NA,10580,NA,"",8408
"769","161107_Smp_2090_A","I219.1703R6.51_HILICPos",6.67,8125,0,"5180",0.1,NA,NA,NA,7.065,NA,9352,NA,"",8125
"770","161107_Smp_2090_B","I219.1703R6.51_HILICPos",6.78,7659,0,"5521",-0.6,NA,NA,NA,7.065,NA,9352,NA,"",7659
"771","161107_Smp_2090_C","I219.1703R6.51_HILICPos",6.55,14393,0,"14534",1,NA,NA,NA,7.065,"RTFlag",9352,NA,"RTFlag, ",NA
"772","161107_Smp_371_A","I219.1703R6.51_HILICPos",6.73,10298,0,"6606",-1,NA,NA,NA,7.065,NA,7509,NA,"",10298
"773","161107_Smp_371_B","I219.1703R6.51_HILICPos",7,7302,0,"4647",-0.9,NA,NA,NA,7.065,NA,7509,NA,"",7302
"774","161107_Smp_371_C","I219.1703R6.51_HILICPos",1.06,8706,0,"8792",-1.3,NA,NA,NA,7.065,"RTFlag",7509,NA,"RTFlag, ",NA
"775","161107_Smp_To_A","I219.1703R6.51_HILICPos",7.58,21152,0,"11255",-2.1,NA,NA,NA,7.065,"RTFlag",17140,NA,"RTFlag, ",NA
"776","161107_Smp_To_B","I219.1703R6.51_HILICPos",7.51,30792,0,"12294",-1.9,NA,NA,NA,7.065,"RTFlag",17140,NA,"RTFlag, ",NA
"777","161107_Smp_To_C","I219.1703R6.51_HILICPos",7.6,18260,0,"9836",-1.3,NA,NA,NA,7.065,"RTFlag",17140,NA,"RTFlag, ",NA
"778","161107_Smp_Tp_A","I219.1703R6.51_HILICPos",6.71,13338,0,"12316",-0.3,NA,NA,NA,7.065,NA,6832,NA,"",13338
"779","161107_Smp_Tp_E","I219.1703R6.51_HILICPos",7.35,13210,0,"6366",-2.4,NA,NA,NA,7.065,NA,6832,NA,"",13210
"780","161107_Smp_Tp_F","I219.1703R6.51_HILICPos",10.62,8664,0,"7541",-0.6,NA,NA,NA,7.065,"RTFlag",6832,NA,"RTFlag, ",NA
"781","161107_Smp_Cy_A","I176.0918R10.77_HILICPos",10.81,415342,3484740,"67779",6,"SNFlag",NA,NA,11.065,NA,446712,NA,"SNFlag, ",NA
"782","161107_Smp_Cy_B","I176.0918R10.77_HILICPos",10.81,440089,3012259,"49206",6.4,"SNFlag",NA,NA,11.065,NA,446712,NA,"SNFlag, ",NA
"783","161107_Smp_Cy_C","I176.0918R10.77_HILICPos",11.1,959482,5153128,"65834",6.5,"SNFlag",NA,NA,11.065,NA,446712,NA,"SNFlag, ",NA
"784","161107_Smp_2090_A","I176.0918R10.77_HILICPos",10.9,3280367,1458503,"140590",7,"SNFlag",NA,NA,11.065,NA,2484936,NA,"SNFlag, ",NA
"785","161107_Smp_2090_B","I176.0918R10.77_HILICPos",10.47,3540815,0,"183978",6.7,NA,NA,NA,11.065,"RTFlag",2484936,NA,"RTFlag, ",NA
"786","161107_Smp_2090_C","I176.0918R10.77_HILICPos",10.48,3616893,0,"166415",6.4,NA,NA,NA,11.065,"RTFlag",2484936,NA,"RTFlag, ",NA
"787","161107_Smp_371_A","I176.0918R10.77_HILICPos",10.84,6249374,0,"170300",5.9,NA,NA,NA,11.065,NA,2644268,NA,"",6249374
"788","161107_Smp_371_B","I176.0918R10.77_HILICPos",10.72,2462739,1241413,"142045",6.2,"SNFlag",NA,NA,11.065,NA,2644268,NA,"SNFlag, ",NA
"789","161107_Smp_371_C","I176.0918R10.77_HILICPos",10.85,280253,2432458,"37963",5.9,"SNFlag",NA,NA,11.065,NA,2644268,"BlankFlag","SNFlag, BlankFlag",NA
"790","161107_Smp_To_A","I176.0918R10.77_HILICPos",10.84,11863683,1879482,"1377309",-0.9,NA,NA,NA,11.065,NA,1913499,NA,"",11863683
"791","161107_Smp_To_B","I176.0918R10.77_HILICPos",10.81,7932240,3111575,"1130389",-0.6,"SNFlag",NA,NA,11.065,NA,1913499,NA,"SNFlag, ",NA
"792","161107_Smp_To_C","I176.0918R10.77_HILICPos",10.82,8527984,3463518,"1128998",-0.5,"SNFlag",NA,NA,11.065,NA,1913499,NA,"SNFlag, ",NA
"793","161107_Smp_Tp_A","I176.0918R10.77_HILICPos",10.76,6234303,1726878,"154978",5.8,"SNFlag",NA,NA,11.065,NA,2652771,NA,"SNFlag, ",NA
"794","161107_Smp_Tp_E","I176.0918R10.77_HILICPos",10.19,1644614,1100622,"104383",6.1,"SNFlag",NA,NA,11.065,"RTFlag",2652771,NA,"SNFlag, RTFlag, ",NA
"795","161107_Smp_Tp_F","I176.0918R10.77_HILICPos",10.78,3814887,2675875,"116000",6.6,"SNFlag",NA,NA,11.065,NA,2652771,NA,"SNFlag, ",NA
"796","161107_Smp_Cy_A","I232.118R6.16_HILICPos",6.3,15318727,0,"861455",-9.2,NA,NA,NA,6.785,"RTFlag",633328,NA,"RTFlag, ",NA
"797","161107_Smp_Cy_B","I232.118R6.16_HILICPos",6.33,11320296,0,"597143",-9.2,NA,NA,NA,6.785,"RTFlag",633328,NA,"RTFlag, ",NA
"798","161107_Smp_Cy_C","I232.118R6.16_HILICPos",6.27,18657550,0,"889301",-9.2,NA,NA,NA,6.785,"RTFlag",633328,NA,"RTFlag, ",NA
"799","161107_Smp_2090_A","I232.118R6.16_HILICPos",5.77,795635,781926,"31104",3.9,"SNFlag",NA,NA,6.785,"RTFlag",942042,NA,"SNFlag, RTFlag, ",NA
"800","161107_Smp_2090_B","I232.118R6.16_HILICPos",7.12,1502182,1323846,"41732",3.1,"SNFlag",NA,NA,6.785,NA,942042,NA,"SNFlag, ",NA
"801","161107_Smp_2090_C","I232.118R6.16_HILICPos",6.3,169717,1605677,"23411",3.6,"SNFlag",NA,NA,6.785,"RTFlag",942042,"BlankFlag","SNFlag, RTFlag, BlankFlag",NA
"802","161107_Smp_371_A","I232.118R6.16_HILICPos",6.21,441071,1765624,"25334",3.1,"SNFlag",NA,NA,6.785,"RTFlag",167927,NA,"SNFlag, RTFlag, ",NA
"803","161107_Smp_371_B","I232.118R6.16_HILICPos",6.53,217885,1117940,"26440",3.5,"SNFlag",NA,NA,6.785,NA,167927,NA,"SNFlag, ",NA
"804","161107_Smp_371_C","I232.118R6.16_HILICPos",6.61,2847479,1570113,"49082",3.2,"SNFlag",NA,NA,6.785,NA,167927,NA,"SNFlag, ",NA
"805","161107_Smp_To_A","I232.118R6.16_HILICPos",5.86,1236785,123647,"46444",3.2,NA,NA,NA,6.785,"RTFlag",305425,NA,"RTFlag, ",NA
"806","161107_Smp_To_B","I232.118R6.16_HILICPos",5.68,2040776,1369744,"44763",3.8,"SNFlag",NA,NA,6.785,"RTFlag",305425,NA,"SNFlag, RTFlag, ",NA
"807","161107_Smp_To_C","I232.118R6.16_HILICPos",5.99,445981,2463824,"23900",3.6,"SNFlag",NA,NA,6.785,"RTFlag",305425,NA,"SNFlag, RTFlag, ",NA
"808","161107_Smp_Tp_A","I232.118R6.16_HILICPos",7.62,3740740,0,"82654",2.6,NA,NA,NA,6.785,"RTFlag",199187,NA,"RTFlag, ",NA
"809","161107_Smp_Tp_E","I232.118R6.16_HILICPos",7.55,3597754,0,"67674",3.2,NA,NA,NA,6.785,"RTFlag",199187,NA,"RTFlag, ",NA
"810","161107_Smp_Tp_F","I232.118R6.16_HILICPos",7.27,3518938,0,"72729",3.2,NA,NA,NA,6.785,"RTFlag",199187,NA,"RTFlag, ",NA
